SavingsID,Age,Work_Exp,Annual_Income,ZIP,FamilySize,Edu_Level,OtherLoan_Monthly,Securities_Account,CD_Account,Online_Services,CreditCard,CC_Spend,PersonalLoan (prediction)
602679,40,14,640000,91320,4,Master's and above,0,No,No,Yes,Yes,2000,No
603080,65,39,1600000,94803,4,Higher Secondary,23700,No,No,Yes,No,0,Yes
603481,28,4,430000,91304,1,Master's and above,10200,No,No,No,No,0,No
603882,67,42,320000,93943,1,Master's and above,0,No,No,No,Yes,11000,No
604283,35,9,1790000,91125,2,Higher Secondary,7600,Yes,No,Yes,No,0,No
604684,60,35,80000,94143,1,Higher Secondary,0,No,No,Yes,No,0,No
605085,58,32,630000,92717,1,Higher Secondary,0,Yes,No,Yes,No,0,No
605486,55,30,400000,94126,2,Master's and above,0,Yes,No,Yes,No,0,No
605887,34,9,990000,90245,4,Bachelor's,15500,No,No,Yes,No,0,No
606288,35,9,1410000,93022,2,,0,No,No,No,No,0,Yes
606689,28,4,1590000,93907,1,Higher Secondary,0,No,No,Yes,Yes,15000,No
607090,38,12,390000,95825,2,Higher Secondary,17400,No,No,Yes,No,0,No
607491,62,38,990000,91604,4,Bachelor's,0,No,No,No,No,0,No
607892,30,4,180000,95020,4,Bachelor's,0,No,No,Yes,Yes,3000,No
608293,38,12,380000,94553,2,Higher Secondary,0,No,No,Yes,Yes,3000,No
608694,33,8,1330000,90024,1,Higher Secondary,0,No,No,Yes,No,0,No
609095,58,34,840000,91380,2,Higher Secondary,0,No,No,Yes,Yes,28000,No
609496,59,35,600000,90089,1,Bachelor's,0,No,No,Yes,Yes,0,No
609897,52,28,1780000,92647,3,Master's and above,14700,No,No,Yes,No,0,Yes
610298,36,12,180000,91330,1,Master's and above,0,No,No,No,Yes,5000,No
610699,45,21,730000,95020,1,Master's and above,0,No,No,Yes,No,0,No
611100,49,23,1250000,94022,1,Higher Secondary,0,No,No,No,No,0,No
611501,52,26,910000,92173,1,Bachelor's,0,No,Yes,Yes,Yes,43000,Yes
611902,54,28,740000,95014,2,Higher Secondary,0,No,No,Yes,No,0,No
612303,30,4,350000,92130,2,Bachelor's,0,Yes,No,No,Yes,3000,No
612704,65,39,1130000,90036,1,Higher Secondary,0,No,No,Yes,Yes,20000,No
613105,34,8,520000,94720,4,Bachelor's,0,No,No,No,No,0,No
613506,30,6,1910000,92028,2,Bachelor's,0,No,No,Yes,No,0,Yes
613907,51,25,180000,92109,1,Master's and above,9300,No,No,No,Yes,3000,No
614308,52,27,250000,95138,2,Higher Secondary,0,No,No,Yes,Yes,0,No
614709,43,18,500000,91006,4,Master's and above,0,No,No,No,No,0,No
615110,35,10,750000,93940,4,Master's and above,0,No,No,Yes,Yes,7000,No
615511,56,26,920000,92647,2,Master's and above,0,Yes,No,No,Yes,45000,No
615912,57,32,330000,95747,2,Bachelor's,0,No,No,Yes,No,0,No
616313,58,32,650000,90266,3,Master's and above,0,No,No,No,No,0,No
616714,53,28,440000,91604,3,Higher Secondary,0,No,No,No,No,0,No
617115,45,21,1830000,95211,2,Higher Secondary,35400,No,No,No,No,0,No
617516,44,20,1750000,96150,2,Higher Secondary,0,No,No,Yes,Yes,14000,No
617917,54,28,280000,94305,4,Master's and above,0,No,No,Yes,Yes,15000,No
618318,41,17,490000,92130,4,Bachelor's,0,No,No,No,No,0,No
618719,52,26,450000,92697,4,Higher Secondary,0,No,No,Yes,No,0,No
619120,43,17,640000,95053,4,Master's and above,22100,No,No,Yes,No,0,Yes
619521,63,38,220000,92115,3,Master's and above,9000,No,No,Yes,No,0,No
619922,54,30,1200000,95039,1,Higher Secondary,11900,No,No,Yes,Yes,74000,No
620323,33,8,1750000,92354,2,Higher Secondary,10200,No,No,Yes,No,0,No
620724,25,-1,1010000,94720,4,Master's and above,25600,No,No,No,Yes,23000,No
621125,41,16,1040000,92037,1,Master's and above,0,No,No,Yes,No,0,No
621526,40,16,1550000,94002,4,Master's and above,0,No,Yes,Yes,Yes,1000,Yes
621927,43,18,580000,95747,1,Higher Secondary,0,No,No,No,No,0,No
622328,36,10,800000,94608,4,Bachelor's,0,No,No,Yes,No,0,No
622729,57,33,450000,94117,1,Master's and above,19500,No,No,No,No,0,No
623130,34,9,1340000,94550,1,Higher Secondary,16400,Yes,No,Yes,No,0,No
623531,38,14,580000,91709,4,Master's and above,15300,Yes,No,No,No,0,No
623932,47,21,200000,94066,1,Higher Secondary,0,No,No,Yes,Yes,2000,No
624333,39,13,250000,90304,4,Master's and above,0,No,No,Yes,No,0,No
624734,45,20,550000,94588,1,Higher Secondary,0,No,No,Yes,Yes,3000,No
625135,62,37,1550000,93943,1,Higher Secondary,0,No,No,No,No,0,No
625536,59,34,300000,92084,1,Higher Secondary,0,No,No,Yes,Yes,13000,No
625937,61,37,390000,92096,4,Higher Secondary,0,No,No,Yes,Yes,4000,No
626338,36,12,730000,95617,4,Master's and above,18800,No,No,Yes,No,0,No
626739,58,34,410000,94608,4,Higher Secondary,0,No,No,Yes,No,0,No
627140,55,30,340000,95820,4,Master's and above,15700,No,No,Yes,No,0,No
627541,29,5,210000,90601,3,Master's and above,11900,No,No,No,No,0,No
627942,34,8,110000,91320,4,Higher Secondary,0,Yes,Yes,Yes,Yes,3000,No
628343,61,35,1540000,92704,2,Higher Secondary,0,No,No,No,No,0,No
628744,50,20,190000,92612,4,Master's and above,0,No,No,No,No,0,No
629145,52,26,1010000,93407,2,Bachelor's,0,No,No,Yes,No,0,No
629546,39,15,240000,92123,1,Higher Secondary,11600,No,No,Yes,Yes,10000,No
629947,55,29,1310000,92675,2,Higher Secondary,0,Yes,No,No,No,0,No
630348,33,9,1050000,95136,1,Higher Secondary,0,No,No,Yes,No,0,No
630749,47,21,520000,94720,1,Bachelor's,19400,No,No,No,No,0,No
631150,57,32,210000,92037,4,Bachelor's,11300,Yes,No,No,No,0,No
631551,57,31,450000,94305,3,Higher Secondary,19800,No,No,Yes,No,0,No
631952,40,14,390000,93117,1,Higher Secondary,0,No,No,Yes,No,0,No
632353,50,25,1920000,94115,2,Higher Secondary,23800,No,No,No,Yes,28000,No
632754,29,5,1950000,94301,1,Higher Secondary,0,No,No,No,No,0,No
633155,46,22,830000,95616,3,Higher Secondary,0,No,No,No,No,0,No
633556,42,15,340000,91302,3,Bachelor's,0,Yes,No,Yes,No,0,No
633957,59,33,490000,93009,4,Bachelor's,10400,No,No,Yes,No,0,No
634358,31,1,600000,94143,4,Master's and above,24400,No,No,No,No,0,No
634759,51,25,410000,94939,4,Higher Secondary,0,No,No,No,No,0,No
635160,35,10,720000,91320,3,Higher Secondary,28500,No,No,No,No,0,No
635561,59,35,1020000,92677,4,Bachelor's,11500,No,No,Yes,No,0,Yes
635962,35,10,310000,95605,3,Higher Secondary,0,No,No,No,No,0,No
636363,46,20,730000,93106,1,Bachelor's,12800,No,No,Yes,No,0,No
636764,34,9,890000,91763,1,Higher Secondary,0,No,No,Yes,No,0,No
637165,55,29,190000,92109,4,Master's and above,12100,Yes,No,No,Yes,7000,No
637566,64,40,630000,94706,4,Bachelor's,0,No,No,Yes,No,0,No
637967,34,9,1040000,95758,3,Master's and above,0,No,No,Yes,No,0,No
638368,61,35,400000,95064,1,Bachelor's,12800,No,No,Yes,No,0,No
638769,63,39,920000,94710,2,Master's and above,0,No,No,Yes,No,0,No
639170,59,33,720000,92350,2,Bachelor's,22600,No,No,No,No,0,No
639571,51,27,440000,94305,3,Bachelor's,14100,No,No,No,No,0,No
639972,41,16,1140000,94705,4,Higher Secondary,0,No,No,No,Yes,35000,Yes
640373,37,13,730000,95758,4,Higher Secondary,0,No,No,No,No,0,No
640774,64,40,630000,91711,4,Bachelor's,0,Yes,No,No,Yes,12000,No
641175,44,20,690000,92028,1,Master's and above,18400,No,Yes,Yes,Yes,8000,No
641576,62,37,420000,92106,3,Higher Secondary,0,No,No,Yes,No,0,No
641977,50,26,880000,90037,1,Higher Secondary,0,No,No,Yes,No,0,No
642378,43,18,980000,92131,2,Higher Secondary,0,No,No,Yes,No,0,No
642779,34,8,650000,92093,1,Higher Secondary,22700,No,No,Yes,No,0,Yes
643180,38,13,120000,94143,2,Bachelor's,10400,Yes,No,Yes,No,0,No
643581,29,5,1220000,94305,4,Higher Secondary,0,No,No,No,Yes,30000,Yes
643982,39,14,120000,92093,2,Master's and above,0,No,No,No,No,0,No
644383,53,29,240000,94105,2,Higher Secondary,0,No,No,No,Yes,2000,No
644784,43,19,1700000,92037,4,Higher Secondary,31800,No,Yes,Yes,Yes,42500,Yes
645185,61,36,1840000,92028,4,Bachelor's,34200,No,Yes,Yes,Yes,23000,Yes
645586,46,20,250000,93401,4,Master's and above,12500,No,No,No,No,0,No
645987,57,31,1310000,90502,2,Higher Secondary,0,No,No,No,No,0,No
646388,59,33,500000,94122,2,Master's and above,0,No,No,No,Yes,23000,No
646789,52,28,210000,94035,2,Higher Secondary,0,Yes,No,Yes,No,0,No
647190,29,3,550000,95616,3,Bachelor's,0,No,No,Yes,No,0,No
647591,57,32,1240000,90049,1,Bachelor's,0,No,No,Yes,No,0,Yes
647992,49,23,580000,95819,4,Higher Secondary,18800,No,No,No,No,0,No
648393,39,13,720000,95817,2,Higher Secondary,0,No,No,Yes,No,0,No
648794,56,31,1920000,90089,1,Master's and above,0,No,Yes,Yes,No,0,Yes
649195,63,38,830000,91320,3,Bachelor's,0,No,No,Yes,No,0,No
649596,37,12,930000,90025,1,Higher Secondary,0,Yes,No,Yes,No,0,No
649997,56,26,380000,94305,3,Master's and above,11000,Yes,No,Yes,No,0,No
650398,45,20,550000,92606,4,Master's and above,16400,Yes,No,No,No,0,No
650799,66,41,110000,92325,3,Master's and above,0,Yes,No,No,Yes,1000,No
651200,40,15,850000,94550,2,Higher Secondary,0,Yes,No,No,No,0,No
651601,50,24,1240000,93305,1,Higher Secondary,26600,No,No,Yes,No,0,No
652002,60,36,1290000,92028,2,Higher Secondary,0,No,No,Yes,No,0,No
652403,31,7,1800000,93407,1,Higher Secondary,0,No,No,No,No,0,No
652804,40,14,740000,90245,4,Bachelor's,0,No,No,Yes,No,0,No
653205,36,6,1380000,92152,1,Master's and above,8600,No,No,Yes,No,0,Yes
653606,55,29,1110000,90502,2,Master's and above,0,No,No,No,Yes,36000,Yes
654007,54,28,830000,93555,3,Higher Secondary,0,No,No,Yes,No,0,No
654408,35,10,330000,90266,4,Higher Secondary,8700,No,No,Yes,No,0,No
654809,55,29,210000,92028,4,Master's and above,0,No,No,No,No,0,No
655210,36,10,350000,94608,2,Higher Secondary,9800,No,No,Yes,No,0,No
655611,66,41,1050000,93023,1,Master's and above,0,Yes,Yes,Yes,Yes,8000,No
656012,38,14,1030000,94305,,Bachelor's,0,No,No,No,Yes,8000,No
656413,58,32,750000,92096,2,Master's and above,0,No,No,No,No,0,No
656814,41,17,330000,94550,1,Higher Secondary,10400,No,No,No,No,0,No
657215,60,34,520000,94305,4,Bachelor's,0,Yes,No,Yes,No,0,No
657616,47,23,890000,94920,1,Bachelor's,0,Yes,Yes,Yes,Yes,26000,No
658017,62,36,630000,93109,1,Master's and above,0,No,No,No,No,0,No
658418,48,23,840000,94402,4,Bachelor's,0,Yes,Yes,Yes,No,0,Yes
658819,61,36,440000,91302,4,Higher Secondary,0,No,No,No,No,0,No
659220,29,3,290000,94720,3,Higher Secondary,0,No,No,Yes,Yes,10000,No
659621,45,21,290000,90005,1,Master's and above,0,No,No,Yes,No,0,No
660022,39,14,220000,94035,2,Bachelor's,0,No,No,Yes,No,0,No
660423,31,6,530000,92093,4,Higher Secondary,11400,No,No,Yes,No,0,No
660824,39,14,240000,94611,2,Bachelor's,0,No,No,Yes,No,0,No
661225,63,38,1530000,90045,1,Higher Secondary,45500,No,No,No,No,0,No
661626,28,2,310000,90024,2,Bachelor's,0,Yes,No,Yes,No,0,No
662027,56,30,210000,94542,2,Bachelor's,0,No,No,Yes,No,0,No
662428,31,6,1800000,93108,2,Higher Secondary,0,No,No,No,No,0,No
662829,46,20,820000,91016,3,Bachelor's,0,No,No,Yes,Yes,7000,No
663230,42,18,900000,95064,4,Higher Secondary,24500,Yes,No,No,No,0,No
663631,53,29,1540000,93407,4,Master's and above,0,No,No,No,No,0,Yes
664032,41,17,990000,92096,2,Bachelor's,0,No,No,Yes,Yes,18000,No
664433,61,36,1530000,91105,1,Bachelor's,0,Yes,Yes,No,Yes,26000,Yes
664834,31,5,930000,95032,2,Bachelor's,0,No,No,Yes,No,0,Yes
665235,62,38,530000,92121,1,Bachelor's,0,No,No,No,No,0,No
665636,59,34,180000,95814,3,Bachelor's,10400,No,Yes,Yes,Yes,13000,No
666037,49,24,700000,91330,1,Higher Secondary,0,No,No,No,No,0,No
666438,65,39,1000000,92122,4,Master's and above,0,No,No,No,Yes,17000,No
666839,30,6,1930000,94022,3,Master's and above,0,No,No,Yes,No,0,Yes
667240,32,7,1250000,95133,1,Higher Secondary,0,No,No,Yes,Yes,0,No
667641,56,31,680000,94571,2,Master's and above,0,Yes,No,Yes,No,0,No
668042,36,10,550000,90009,1,Higher Secondary,9500,No,No,Yes,No,0,No
668443,58,34,1520000,92182,4,Master's and above,0,No,No,No,No,0,Yes
668844,27,3,840000,95814,3,Higher Secondary,0,No,No,Yes,Yes,15000,No
669245,41,16,130000,91125,2,Master's and above,0,No,No,Yes,No,0,No
669646,59,35,330000,91355,4,Higher Secondary,13100,No,No,No,Yes,4000,No
670047,56,32,890000,92096,4,Bachelor's,9000,Yes,No,Yes,No,0,No
670448,52,26,930000,91745,1,Higher Secondary,0,No,No,Yes,No,0,No
670849,35,5,680000,90509,4,Master's and above,0,No,No,No,No,0,No
671250,47,21,850000,93106,2,Bachelor's,0,No,No,No,Yes,17000,No
671651,29,4,730000,95039,1,Bachelor's,0,No,No,Yes,No,0,No
672052,31,6,830000,92131,4,Bachelor's,10600,No,No,Yes,No,0,No
672453,62,36,1580000,94301,2,Master's and above,0,No,No,Yes,No,0,Yes
672854,48,18,1820000,92626,4,Master's and above,0,No,No,Yes,No,0,Yes
673255,26,1,240000,96651,2,Master's and above,12300,No,No,No,Yes,9000,No
673656,60,34,1020000,94305,,Higher Secondary,0,No,No,Yes,Yes,20000,No
674057,35,11,530000,91355,3,Higher Secondary,0,No,No,No,No,0,No
674458,40,15,1750000,92646,2,Higher Secondary,0,No,No,Yes,No,0,No
674859,31,5,280000,94538,3,Higher Secondary,0,No,No,Yes,No,0,No
675260,50,25,140000,92037,4,Higher Secondary,0,No,No,Yes,No,0,No
675661,33,7,1390000,95828,1,Master's and above,10600,No,Yes,Yes,Yes,40000,Yes
676062,37,11,340000,95747,3,Higher Secondary,0,No,No,Yes,No,0,No
676463,38,14,640000,92093,1,Master's and above,0,No,No,No,Yes,15000,No
676864,63,38,840000,94607,4,Bachelor's,0,No,No,No,No,0,No
677265,57,32,420000,95070,3,Bachelor's,0,Yes,No,Yes,No,0,No
677666,61,35,630000,91605,1,Higher Secondary,0,No,No,Yes,No,0,No
678067,37,12,1000000,92735,3,Master's and above,34100,No,No,Yes,Yes,12000,No
678468,51,25,1900000,95138,2,Bachelor's,0,No,No,Yes,No,0,Yes
678869,44,20,220000,90024,1,Higher Secondary,9100,No,No,No,No,0,No
679270,63,37,200000,90066,1,Bachelor's,0,Yes,No,No,Yes,8000,No
679671,43,18,210000,95037,2,Bachelor's,0,No,No,Yes,Yes,14000,No
680072,38,14,250000,95135,4,Bachelor's,10100,No,No,Yes,No,0,No
680473,34,9,200000,92648,4,Master's and above,0,No,No,Yes,No,0,No
680874,48,23,1730000,94546,3,Higher Secondary,0,No,Yes,Yes,Yes,2000,Yes
681275,29,5,810000,94115,2,Higher Secondary,0,No,No,No,Yes,25000,No
681676,37,11,1390000,95814,2,Bachelor's,42100,No,No,Yes,No,0,Yes
682077,60,35,1190000,90266,2,Higher Secondary,0,Yes,No,Yes,No,0,No
682478,46,20,740000,92821,4,Master's and above,10400,No,No,Yes,No,0,No
682879,34,10,420000,92173,1,Bachelor's,13100,No,No,No,No,0,No
683280,56,30,730000,94035,2,,0,No,No,No,No,0,No
683681,57,31,1140000,94590,4,Higher Secondary,0,Yes,Yes,Yes,No,0,Yes
684082,62,36,440000,92093,2,Master's and above,0,No,No,No,No,0,No
684483,32,8,1410000,90005,2,Higher Secondary,0,No,No,No,No,0,No
684884,51,26,140000,92182,2,Higher Secondary,10300,No,No,Yes,No,0,No
685285,55,29,330000,92660,2,Master's and above,0,No,No,No,No,0,No
685686,60,34,830000,94028,2,Higher Secondary,24900,No,No,No,No,0,No
686087,40,16,890000,90011,4,Higher Secondary,15500,No,No,Yes,No,0,No
686488,62,38,390000,96003,4,Higher Secondary,0,Yes,No,Yes,No,0,No
686889,63,39,830000,90025,3,Master's and above,0,No,No,Yes,Yes,20000,No
687290,60,34,1080000,92152,2,Higher Secondary,35900,No,No,Yes,No,0,No
687691,59,34,210000,92028,3,Bachelor's,0,No,No,Yes,Yes,13000,No
688092,26,1,1020000,95521,1,Higher Secondary,0,No,No,No,No,0,No
688493,56,32,480000,94117,1,Master's and above,0,No,No,No,Yes,16000,No
688894,58,32,320000,93014,3,Higher Secondary,0,No,No,Yes,No,0,No
689295,57,31,430000,95616,1,Higher Secondary,0,No,No,No,No,0,No
689696,48,23,350000,94025,4,Bachelor's,11800,No,No,No,No,0,No
690097,30,6,1840000,91911,1,Higher Secondary,0,No,No,Yes,No,0,No
690498,45,21,1400000,91024,2,Higher Secondary,13200,No,No,No,No,0,No
690899,64,38,320000,90065,3,Bachelor's,0,No,No,Yes,Yes,7000,No
691300,44,20,1490000,92121,1,Higher Secondary,0,No,No,Yes,No,0,No
691701,51,25,150000,94720,4,Master's and above,0,No,No,No,Yes,6000,No
692102,43,16,710000,90089,3,Bachelor's,0,No,No,No,No,0,No
692503,29,3,1080000,94304,4,Bachelor's,0,No,No,No,No,0,No
692904,56,30,1220000,93555,2,Higher Secondary,0,No,No,No,Yes,5000,No
693305,65,41,400000,94542,3,Master's and above,0,No,No,Yes,No,0,No
693706,46,22,1980000,95521,2,Higher Secondary,0,No,No,No,Yes,66700,No
694107,48,24,790000,90245,4,Bachelor's,0,Yes,No,No,Yes,14000,No
694508,56,31,840000,92672,1,Master's and above,0,No,No,Yes,No,0,No
694909,61,37,310000,92374,3,Bachelor's,0,No,No,No,Yes,4000,No
695310,46,20,120000,90250,4,Master's and above,0,No,No,No,Yes,6000,No
695711,58,34,880000,93555,2,Higher Secondary,0,No,No,Yes,Yes,16000,No
696112,31,5,290000,95405,2,Bachelor's,13100,No,No,Yes,Yes,3000,No
696513,27,3,2010000,95819,1,Higher Secondary,15800,No,No,Yes,No,0,No
696914,44,20,200000,92780,1,Master's and above,0,No,No,No,No,0,No
697315,44,20,150000,90405,1,Higher Secondary,0,No,No,Yes,No,0,No
697716,51,27,1550000,94720,2,Higher Secondary,10700,No,No,No,Yes,4000,No
698117,39,13,250000,95370,3,Bachelor's,0,No,No,Yes,No,0,No
698518,32,8,2000000,91330,2,Higher Secondary,56500,No,No,Yes,No,0,No
698919,33,7,1010000,93727,1,Bachelor's,23300,No,No,No,No,0,No
699320,40,16,190000,92028,4,Bachelor's,0,No,No,Yes,Yes,4000,No
699721,36,12,1880000,91304,2,Higher Secondary,0,No,No,Yes,Yes,65000,No
700122,52,28,80000,95060,1,Higher Secondary,0,No,No,Yes,No,0,No
700523,54,29,590000,92867,2,Master's and above,15200,No,No,Yes,No,0,No
700924,26,2,720000,92647,4,Higher Secondary,0,Yes,Yes,Yes,No,0,No
701325,39,15,550000,95821,1,Master's and above,0,No,No,Yes,No,0,No
701726,46,19,240000,90025,3,Bachelor's,0,No,No,Yes,No,0,No
702127,57,32,190000,95348,1,Higher Secondary,0,No,No,Yes,No,0,No
702528,59,33,710000,91335,2,Master's and above,15000,No,No,Yes,Yes,23000,No
702929,52,26,540000,90049,2,Bachelor's,0,No,No,No,Yes,15000,No
703330,52,26,280000,95405,1,Master's and above,0,No,No,Yes,No,0,No
703731,50,20,250000,91320,4,Master's and above,0,No,No,Yes,No,0,No
704132,41,17,510000,94402,2,Master's and above,0,No,No,No,Yes,6000,No
704533,43,19,1250000,92122,3,Higher Secondary,0,No,No,Yes,No,0,Yes
704934,25,0,880000,94566,2,Bachelor's,31900,No,No,Yes,Yes,18000,No
705335,40,16,1250000,95125,2,Higher Secondary,0,No,No,Yes,No,0,No
705736,35,10,790000,94720,4,Master's and above,18200,No,No,Yes,No,0,No
706137,60,36,310000,95051,3,Bachelor's,0,No,No,Yes,Yes,4000,No
706538,57,31,1310000,95133,2,Higher Secondary,39400,No,No,No,Yes,27000,No
706939,44,19,700000,92399,1,Bachelor's,23000,Yes,No,No,No,0,No
707340,61,36,380000,91129,3,Master's and above,8200,No,No,Yes,Yes,9000,No
707741,33,7,830000,95211,1,Higher Secondary,0,Yes,Yes,Yes,Yes,25000,No
708142,45,20,590000,95008,1,Higher Secondary,0,Yes,Yes,Yes,No,0,No
708543,45,21,1210000,94066,1,Higher Secondary,0,No,No,No,No,0,No
708944,64,38,420000,95929,2,Master's and above,13700,No,No,Yes,No,0,No
709345,50,24,320000,94701,4,Higher Secondary,10900,No,No,Yes,No,0,No
709746,28,3,290000,91105,4,Higher Secondary,13500,No,No,Yes,No,0,No
710147,37,12,400000,90065,2,Bachelor's,0,Yes,No,No,Yes,11000,No
710548,62,36,250000,90740,3,Master's and above,0,No,No,Yes,Yes,3000,No
710949,29,5,210000,90717,4,Bachelor's,8900,No,No,No,Yes,4000,No
711350,49,23,790000,95819,3,Bachelor's,15100,No,No,Yes,No,0,No
711751,46,22,520000,95814,2,Master's and above,22100,No,No,No,No,0,No
712152,60,34,610000,95521,4,Bachelor's,22900,No,No,No,No,0,No
712553,55,31,250000,94720,2,Higher Secondary,0,No,No,No,No,0,No
712954,33,8,1550000,92717,1,Master's and above,0,No,No,No,No,0,Yes
713355,53,29,250000,92008,2,Higher Secondary,0,No,No,Yes,No,0,No
713756,50,24,800000,95616,4,Higher Secondary,0,No,No,Yes,No,0,No
714157,28,3,550000,92647,4,Bachelor's,0,No,No,Yes,Yes,17000,No
714558,42,17,230000,95053,2,Master's and above,0,No,No,No,No,0,No
714959,33,9,600000,90630,1,Higher Secondary,0,No,No,Yes,Yes,12000,No
715360,40,14,540000,96003,2,Higher Secondary,0,No,No,No,No,0,No
715761,31,6,440000,94720,4,Higher Secondary,0,No,No,No,No,0,No
716162,41,16,330000,94309,4,Bachelor's,0,No,No,Yes,No,0,No
716563,52,27,450000,94720,2,Bachelor's,12100,No,No,No,Yes,20000,No
716964,65,35,550000,94526,4,Master's and above,8900,No,No,Yes,Yes,16700,No
717365,48,24,1340000,94105,1,Higher Secondary,0,No,No,No,Yes,50000,No
717766,45,21,440000,94596,3,Bachelor's,0,No,No,Yes,No,0,No
718167,26,0,1490000,95051,2,Higher Secondary,15400,No,No,No,No,0,No
718568,64,38,220000,92697,2,Master's and above,0,Yes,No,No,No,0,No
718969,41,14,740000,92691,3,Bachelor's,0,No,No,Yes,No,0,No
719370,43,18,1280000,92093,4,Higher Secondary,8400,No,No,No,No,0,Yes
719771,60,36,620000,94061,4,Higher Secondary,0,No,No,No,No,0,No
720172,62,37,90000,91320,1,Higher Secondary,9400,No,No,No,No,0,No
720573,46,21,90000,95023,2,Master's and above,0,No,No,Yes,No,0,No
720974,36,11,150000,94720,2,Bachelor's,11900,No,No,No,No,0,No
721375,31,5,280000,92037,4,Higher Secondary,0,No,No,No,No,0,No
721776,43,18,830000,93109,3,Master's and above,0,No,No,No,Yes,5000,No
722177,46,22,730000,91360,1,Master's and above,11700,No,No,No,No,0,No
722578,50,26,420000,94080,4,Bachelor's,15100,No,No,Yes,No,0,No
722979,52,27,340000,93117,2,Bachelor's,11400,No,No,Yes,Yes,7000,No
723380,27,3,320000,94710,3,Bachelor's,0,No,No,No,No,0,No
723781,34,9,680000,94720,1,Higher Secondary,0,No,No,Yes,No,0,No
724182,49,24,820000,95051,1,Higher Secondary,26700,No,No,Yes,No,0,No
724583,52,26,190000,90650,2,Bachelor's,0,No,No,No,Yes,7000,No
724984,37,11,600000,95825,2,Higher Secondary,18100,No,No,No,Yes,28000,No
725385,53,27,1920000,94720,1,Higher Secondary,60100,No,No,Yes,No,0,No
725786,54,29,1190000,91355,3,Higher Secondary,0,Yes,Yes,No,No,0,Yes
726187,29,3,1900000,94080,2,Higher Secondary,0,No,No,Yes,No,0,No
726588,35,11,340000,93117,1,Bachelor's,0,No,No,No,No,0,No
726989,32,6,440000,94608,4,Higher Secondary,0,Yes,Yes,Yes,Yes,2000,No
727390,38,13,230000,91116,4,Master's and above,0,No,No,Yes,No,0,No
727791,44,20,1710000,91330,4,Higher Secondary,56700,No,Yes,Yes,Yes,7000,Yes
728192,44,20,430000,92124,1,Master's and above,0,Yes,No,No,Yes,3000,No
728593,48,22,1390000,94309,1,Higher Secondary,0,No,Yes,Yes,Yes,0,No
728994,46,20,1180000,93009,1,Higher Secondary,0,No,Yes,Yes,Yes,57000,No
729395,35,9,1130000,94596,3,Master's and above,0,No,No,Yes,No,0,Yes
729796,56,32,980000,91355,3,Master's and above,0,No,No,No,No,0,Yes
730197,49,24,700000,90024,1,Higher Secondary,0,No,No,No,Yes,29000,No
730598,57,32,420000,92831,2,Master's and above,0,No,No,Yes,No,0,No
730999,35,10,1430000,91365,1,Higher Secondary,0,No,No,Yes,Yes,86000,No
731400,44,20,1850000,94086,3,Higher Secondary,0,No,No,Yes,No,0,Yes
731801,38,14,280000,95821,4,Bachelor's,10000,No,No,Yes,No,0,No
732202,57,33,450000,94080,3,Higher Secondary,18100,Yes,Yes,Yes,Yes,15000,No
732603,35,10,780000,92121,1,Bachelor's,0,No,No,No,No,0,No
733004,29,3,1210000,92806,2,Higher Secondary,0,No,No,No,No,0,No
733405,58,32,590000,94542,1,Higher Secondary,0,No,No,Yes,No,0,No
733806,40,16,640000,92661,4,Higher Secondary,0,Yes,No,Yes,No,0,No
734207,51,26,150000,92373,2,Higher Secondary,11400,No,No,Yes,No,0,No
734608,61,36,100000,90740,1,Higher Secondary,0,No,No,No,No,0,No
735009,46,20,610000,90036,2,Master's and above,0,No,No,No,No,0,No
735410,55,31,500000,93010,4,Higher Secondary,0,No,No,Yes,No,0,No
735811,35,10,790000,95045,4,Master's and above,0,Yes,No,Yes,No,0,No
736212,60,34,350000,90025,1,Higher Secondary,0,No,No,Yes,No,0,No
736613,28,3,110000,94534,4,Master's and above,0,No,No,No,No,0,No
737014,43,19,1280000,95054,1,Higher Secondary,0,No,No,Yes,No,0,No
737415,61,36,550000,90033,3,Master's and above,0,No,No,Yes,Yes,9000,No
737816,48,22,790000,95747,3,Bachelor's,0,No,No,Yes,No,0,No
738217,65,39,180000,94923,2,Higher Secondary,0,Yes,Yes,Yes,Yes,4000,No
738618,45,19,910000,92373,2,,0,Yes,No,Yes,No,0,No
739019,36,11,90000,94604,4,Master's and above,0,No,No,No,Yes,2000,No
739420,45,20,620000,95818,2,Master's and above,0,No,No,Yes,No,0,No
739821,60,34,590000,94110,1,Higher Secondary,23100,No,No,Yes,No,0,No
740222,47,22,250000,90404,1,Higher Secondary,14800,No,No,Yes,No,0,No
740623,32,7,540000,96008,4,Higher Secondary,0,Yes,No,Yes,No,0,No
741024,48,23,1120000,93014,1,Bachelor's,8600,Yes,Yes,Yes,No,0,Yes
741425,33,8,1250000,91320,1,Higher Secondary,0,No,No,Yes,Yes,0,No
741826,49,23,1940000,94022,4,Bachelor's,0,No,No,No,Yes,83000,Yes
742227,56,32,1610000,94720,1,Master's and above,0,Yes,No,No,No,0,Yes
742628,59,33,350000,91105,1,Higher Secondary,17100,No,No,No,No,0,No
743029,56,30,1130000,92704,2,Higher Secondary,35200,No,No,No,Yes,27000,No
743430,30,4,250000,92123,2,Bachelor's,0,No,No,No,No,0,No
